10.00,Skyline Inc.,I1117,Dawn Cherry,Skyline Inc.,Masterclass,491.00,Failed,Nigeria,2024-03-17,2024-06-14,482.5,3
7.00,Nova Systems,I1118,Caitlin Thomas,Nova Systems,SEO,235.00,Failed,USA,2024-08-23,2025-01-19,482.5,4
4.00,Alpha Tech,I1119,Brian Mooney,Alpha Tech,Masterclass,101.00,Paid,UK,2023-12-12,2025-05-01,93,5
7.00,Nova Systems,I1120,Catherine Valdez,Nova Systems,Web Dev,1544.00,Pending,Nigeria,2023-10-21,2025-01-27,342,5
4.00,Green Energy,I1121,James Hill,Green Energy,Social Media,1113.00,Paid,Nigeria,2024-09-01,2025-02-24,880,2
10.00,DataCore,I1122,David Jones,DataCore,Social Media,315.00,Failed,USA,2025-03-19,2025-10-04,379,4
4.00,InfinitX,I1123,Matthew Vaughan,InfinitX,Analytics,959.00,Pending,USA,2023-10-06,2025-06-16,339,3
6.00,TechBridge,I1124,Joshua Turner,TechBridge,Cloud Migration,114.00,Failed,Nigeria,2024-12-05,2025-11-23,482.5,3
2.00,DataCore,I1125,Jacob King,DataCore,Social Media,1100.00,Paid,Canada,2025-05-29,2025-06-21,55,3
1.00,Betta Ltd.,I1126,Nicholas Higgins,Betta Ltd.,Social Media,623.00,Pending,Nigeria,2024-09-13,2025-10-29,482.5,1
9.00,TechBridge,I1127,Angela Lowery,TechBridge,Cloud Migration,1898.00,Pending,Canada,2023-12-01,2024-12-17,47,3
9.00,DataCore,I1128,Stacy Blair,DataCore,Analytics,194.00,Paid,Nigeria,2025-07-03,2025-12-13,906,1
7.00,TechBridge,I1129,Sandra Perry,TechBridge,Cloud Migration,841.00,Pending,Nigeria,2025-02-24,2025-09-18,229,3
8.00,Nova Systems,I1130,Adam Martinez,Nova Systems,Social Media,935.00,Failed,Nigeria,2025-05-01,2025-10-26,10,2
10.00,Alpha Tech,I1131,Mary Anderson,Alpha Tech,Social Media,1080.00,Failed,USA,2024-04-01,2024-12-06,459,2
9.00,Skyline Inc.,I1132,Allison Moore,Skyline Inc.,SEO,1950.00,Failed,Canada,2025-02-12,2025-03-27,482.5,3
2.00,CloudSoft,I1133,Karen Valencia,CloudSoft,Social Media,1613.00,Paid,Germany,2024-01-06,2025-07-08,482.5,5
10.00,CloudSoft,I1134,Laurie Stevens,CloudSoft,Analytics,1939.00,Failed,Nigeria,2025-08-02,2025-12-08,217,3
7.00,TechBridge,I1135,Tony Rodriguez,TechBridge,Analytics,1902.00,Failed,Canada,2023-09-28,2023-12-25,90,5
3.00,DataCore,I1136,Noah Fernandez,DataCore,SEO,411.00,Pending,Nigeria,2024-10-17,2025-01-06,881,2
4.00,EcoTrans,I1137,Amy Fox,EcoTrans,Social Media,1865.00,Pending,USA,2025-07-09,2025-09-19,608,1
9.00,Nova Systems,I1138,Elizabeth Thomas,Nova Systems,Cloud Migration,1326.00,Pending,Canada,2024-04-15,2025-03-26,482.5,3
5.00,TechBridge,I1139,Martin Allen,TechBridge,Growth Strategy,1050.00,Pending,UK,2024-05-18,2025-02-28,360,3
2.00,Betta Ltd.,I1140,Deborah Lewis,Betta Ltd.,SEO,743.00,Failed,UK,2023-11-27,2024-03-11,163,3
3.00,TechBridge,I1141,Jose Anderson,TechBridge,Branding,385.00,Pending,USA,2025-07-26,2025-10-21,1196,2
7.00,InfinitX,I1142,Melinda Gomez,InfinitX,Web Dev,1548.00,Pending,Germany,2023-11-03,2024-03-28,762,3
2.00,Alpha Tech,I1143,Rebecca Campbell MD,Alpha Tech,Masterclass,1976.00,Failed,Canada,2025-01-08,2025-08-08,482.5,3
5.00,Nova Systems,I1144,Tina Cooper,Nova Systems,Web Dev,1184.00,Pending,Nigeria,2023-11-29,2025-08-02,997,3
6.00,Alpha Tech,I1145,Michelle Monroe,Alpha Tech,Growth Strategy,1104.00,Failed,UK,2025-03-12,2025-08-26,482.5,3
2.00,Alpha Tech,I1146,Brianna Davis,Alpha Tech,Cloud Migration,229.00,Failed,USA,2025-01-10,2025-03-23,1059,3
10.00,EcoTrans,I1147,Nathan Jones,EcoTrans,Web Dev,1883.00,Failed,USA,2025-03-24,2025-08-19,482.5,3
8.00,EcoTrans,I1148,Elizabeth Johnson,EcoTrans,Masterclass,402.00,Failed,Canada,2023-10-11,2025-01-26,422,1
2.00,Skyline Inc.,I1149,Kathleen Lynch,Skyline Inc.,SEO,1717.00,Failed,UK,2024-02-09,2025-10-06,482.5,3
7.00,Betta Ltd.,I1150,Maria Russell,Betta Ltd.,Growth Strategy,102.00,Pending,Nigeria,2024-10-13,2025-06-28,482.5,3
3.00,TechBridge,I1151,Erin Young,TechBridge,SEO,1500.00,Pending,Nigeria,2023-12-16,2025-04-01,482.5,3
4.00,Betta Ltd.,I1152,Rachel Bailey,Betta Ltd.,Cloud Migration,152.00,Failed,Canada,2025-02-15,2025-08-28,1050,1
9.00,Nova Systems,I1153,Mathew Gonzalez,Nova Systems,Branding,1136.00,Failed,Nigeria,2024-07-03,2024-11-27,482.5,3
8.00,Nova Systems,I1154,Sean Allen MD,Nova Systems,Cloud Migration,1728.00,Pending,Nigeria,2025-09-16,2025-10-30,307,5
10.00,CloudSoft,I1155,Beth Hanna,CloudSoft,Social Media,259.00,Paid,Nigeria,2024-11-18,2025-04-15,227,4
1.00,CloudSoft,I1156,Unknown_Intern_1,CloudSoft,Growth Strategy,1990.00,Failed,USA,2025-04-13,2025-07-11,210,3
4.00,Alpha Tech,I1157,Chad Russell,Alpha Tech,Branding,813.00,Failed,UK,2024-01-07,2024-06-06,317,4
9.00,InfinitX,I1158,Casey Velasquez,InfinitX,Analytics,1345.00,Pending,Germany,2025-01-14,2025-07-05,482.5,1
3.00,DataCore,I1159,Christopher Kelley,DataCore,Analytics,302.00,Failed,USA,2023-11-06,2025-01-10,108,3
9.00,Nova Systems,I1160,Glenn Snyder,Nova Systems,Growth Strategy,1679.00,Pending,Nigeria,2025-02-21,2025-04-25,495,2
10.00,Nova Systems,I1161,Samantha Arias,Nova Systems,Web Dev,521.00,Paid,Canada,2024-02-06,2024-03-12,163,3
10.00,EcoTrans,I1162,Cynthia Hardin,EcoTrans,Analytics,1820.00,Failed,UK,2024-08-19,2025-10-15,347,3
8.00,Skyline Inc.,I1163,Unknown_Intern_1,Skyline Inc.,Analytics,841.00,Pending,USA,2024-07-02,2024-10-28,482.5,4
1.00,TechBridge,I1164,Nicholas Miller,TechBridge,SEO,1284.00,Pending,Nigeria,2023-11-02,2025-03-10,482.5,5
6.00,TechBridge,I1165,Stephen Wood,TechBridge,Analytics,1697.00,Failed,Germany,2024-05-01,2025-04-09,482.5,3
8.00,Alpha Tech,I1166,Dennis Moore,Alpha Tech,Cloud Migration,672.00,Failed,UK,2024-05-23,2025-03-28,917,3
4.00,Skyline Inc.,I1167,Mitchell Schaefer,Skyline Inc.,Masterclass,687.00,Pending,Nigeria,2025-06-27,2025-10-26,950,3
1.00,Betta Ltd.,I1168,Sophia Higgins,Betta Ltd.,Analytics,983.00,Failed,UK,2024-09-30,2025-07-04,743,3
6.00,CloudSoft,I1169,Mrs. Jessica Young,CloudSoft,SEO,1485.00,Pending,USA,2024-10-30,2025-02-13,482.5,3
2.00,CloudSoft,I1170,Tina Smith,CloudSoft,SEO,1691.00,Pending,UK,2025-04-18,2025-10-08,57,2
3.00,Green Energy,I1171,Michelle Mooney,Green Energy,Growth Strategy,623.00,Failed,Nigeria,2023-10-10,2024-12-09,1176,3
9.00,Green Energy,I1172,Dawn Howard,Green Energy,Cloud Migration,551.00,Failed,Canada,2025-08-15,2025-10-31,1061,1
6.00,CloudSoft,I1173,Angel Mcmahon,CloudSoft,Growth Strategy,1013.00,Paid,UK,2024-04-23,2024-08-05,863,3
6.00,Nova Systems,I1174,John Collins,Nova Systems,Branding,323.00,Failed,USA,2025-05-16,2025-10-03,835,3
1.00,Nova Systems,I1175,Randy Wade,Nova Systems,Social Media,439.00,Pending,Canada,2024-09-07,2025-06-24,643,4
9.00,EcoTrans,I1176,Tammy Stevens,EcoTrans,Branding,937.00,Pending,USA,2023-11-28,2024-10-25,41,3
5.00,CloudSoft,I1177,Haley Huffman,CloudSoft,SEO,152.00,Failed,USA,2025-08-12,2025-12-12,1187,4
9.00,Green Energy,I1178,Anthony Moore,Green Energy,Social Media,616.00,Pending,Canada,2024-05-17,2025-10-28,215,3
5.00,Betta Ltd.,I1179,Edwin Russell,Betta Ltd.,SEO,1119.00,Pending,Canada,2025-06-22,2025-12-02,956,3
3.00,Nova Systems,I1180,Ashley Eaton,Nova Systems,Cloud Migration,474.00,Paid,UK,2025-02-27,2025-11-19,482.5,1
9.00,EcoTrans,I1181,Ms. Kimberly Young DDS,EcoTrans,Social Media,661.00,Failed,USA,2023-11-17,2025-11-03,482.5,5
2.00,Nova Systems,I1182,Jason Perez,Nova Systems,SEO,518.00,Failed,USA,2024-06-12,2025-12-02,482.5,3
4.00,EcoTrans,I1183,Kenneth French,EcoTrans,Web Dev,1552.00,Pending,Canada,2024-12-16,2025-04-13,482.5,3
10.00,Alpha Tech,I1184,Kelly Jones,Alpha Tech,Masterclass,448.00,Failed,UK,2024-12-07,2025-05-20,482.5,4
8.00,DataCore,I1185,Andrea Hill,DataCore,Web Dev,919.00,Pending,Canada,2024-02-22,2024-10-19,1096,3
5.00,InfinitX,I1186,Dr. Shelby Smith MD,InfinitX,Branding,1897.00,Pending,Canada,2023-12-09,2025-06-14,40,3
7.00,Green Energy,I1187,Matthew Clark,Green Energy,Masterclass,1320.00,Failed,Canada,2024-05-15,2025-10-06,482.5,5
10.00,InfinitX,I1188,Herbert Jackson,InfinitX,Branding,178.00,Failed,USA,2024-08-19,2025-09-23,347,3
1.00,Skyline Inc.,I1189,Robert Jimenez,Skyline Inc.,Social Media,981.00,Paid,Canada,2025-06-10,2025-08-13,482.5,2
8.00,Alpha Tech,I1190,Benjamin Jones,Alpha Tech,Branding,1520.00,Failed,Canada,2025-06-18,2025-08-30,188,1
4.00,Skyline Inc.,I1191,Christopher Rodriguez,Skyline Inc.,Branding,1848.00,Pending,Nigeria,2024-01-18,2024-08-29,482.5,2
5.00,TechBridge,I1192,Amanda Sweeney,TechBridge,Branding,109.00,Paid,USA,2025-01-13,2025-11-26,441,3
1.00,Nova Systems,I1193,Lisa Blackburn,Nova Systems,Masterclass,1100.00,Pending,Nigeria,2024-12-13,2025-09-18,375,3
3.00,CloudSoft,I1194,Bonnie Barnett,CloudSoft,Analytics,677.00,Failed,UK,2024-07-14,2025-02-09,17,1
10.00,Green Energy,I1195,David Potter,Green Energy,SEO,1928.00,Failed,USA,2024-09-04,2025-05-06,482.5,3
9.00,Alpha Tech,I1196,Stephen Lewis,Alpha Tech,Web Dev,999.00,Pending,Nigeria,2024-11-20,2024-12-03,482.5,4
7.00,Alpha Tech,I1197,Monica Ibarra,Alpha Tech,Masterclass,1584.00,Failed,UK,2024-02-22,2025-09-27,482,3
1.00,CloudSoft,I1198,Adam Anderson DDS,CloudSoft,Growth Strategy,642.00,Paid,Nigeria,2024-08-26,2025-08-29,952,3
2.00,Green Energy,I1199,Laura Simmons,Green Energy,Growth Strategy,116.00,Paid,Nigeria,2023-10-17,2024-02-08,482.5,2
7.00,EcoTrans,I1200,Margaret Wood,EcoTrans,Analytics,749.00,Failed,Nigeria,2025-09-02,2025-09-11,482.5,2
8.00,Skyline Inc.,I1201,Steven Martinez,Skyline Inc.,Analytics,1723.00,Pending,Nigeria,2025-01-12,2025-08-18,482.5,4
8.00,DataCore,I1202,Susan Brown,DataCore,Social Media,1245.00,Pending,Canada,2024-10-19,2025-01-18,793,3
3.00,EcoTrans,I1203,Matthew Gardner,EcoTrans,Social Media,1153.00,Failed,Canada,2025-06-15,2025-06-29,361,3
9.00,Betta Ltd.,I1204,Bonnie Downs,Betta Ltd.,Social Media,1780.00,Paid,UK,2025-07-16,2025-10-08,54,3
2.00,Alpha Tech,I1205,Ronald Flynn,Alpha Tech,Growth Strategy,1859.00,Failed,USA,2024-11-04,2025-04-19,482.5,5
